phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.3030,202.5094,202.3010,217.7133,123.9109,123.9109,113.6430
0.3131,201.8878,202.7526,217.3025,121.6064,121.6064,112.4013
0.3232,201.6082,203.5768,216.8917,118.6672,118.6672,110.7530
0.3333,201.5862,204.8135,216.4594,113.7642,113.7642,108.4699
0.3434,201.8018,206.4691,215.9476,107.9089,107.9089,105.6890
0.3535,202.2346,208.4682,215.3016,100.0603,100.0603,102.7676
0.3636,202.8156,210.6222,214.5418,91.1524,91.1524,99.9330
0.3737,203.5189,212.6476,213.7938,80.7058,80.7058,97.1538
0.3838,204.4758,214.2436,213.2521,69.3656,69.3656,92.1675
0.3939,205.8966,215.2049,213.0932,57.3107,57.3107,81.4509
0.4040,207.8558,215.5137,213.3881,44.8032,44.8032,65.9234
0.4141,210.1916,215.3490,214.0688,33.2941,33.2941,49.7014
0.4242,212.5935,215.0092,214.9724,22.4738,22.4738,34.8370
0.4343,214.7775,214.7922,215.9398,14.5797,14.5797,21.7415
0.4444,216.6176,214.8967,216.9045,8.8806,8.8806,11.5412
0.4545,218.1470,215.3993,217.8939,5.4667,5.4667,5.8698
0.4646,219.4672,216.3024,218.9547,3.9151,3.9151,4.1268
0.4747,220.6660,217.5983,220.0881,3.0250,3.0250,3.8026
0.4848,221.7910,219.2977,221.2387,2.7201,2.7201,3.5987
0.4949,222.8613,221.3971,222.3291,2.5449,2.5449,3.3987
0.5051,223.8872,223.8222,223.3067,2.4941,2.4941,3.1784
0.5152,224.8802,226.4226,224.1663,2.5279,2.5279,2.9601
0.5253,225.8493,229.0270,224.9408,2.6496,2.6496,2.7511
0.5354,226.7927,231.5018,225.6694,2.7947,2.7947,2.5410
0.5455,227.6919,233.7682,226.3664,2.9661,2.9661,2.3241
0.5556,228.5150,235.7743,227.0099,3.1082,3.1082,2.1005
0.5657,229.2300,237.4626,227.5549,3.2145,3.2145,1.8804
0.5758,229.8190,238.7831,227.9595,3.3184,3.3184,1.6856
0.5859,230.2877,239.7432,228.2079,3.4191,3.4191,1.5320
0.5960,230.6608,240.4229,228.3171,3.5544,3.5544,1.4269
0.6061,230.9681,240.9336,228.3267,3.7398,3.7398,1.3604
0.6162,231.2342,241.3668,228.2835,3.9242,3.9242,1.3012
0.6263,231.4767,241.7712,228.2299,4.1071,4.1071,1.2316
0.6364,231.7085,242.1597,228.1959,4.2190,4.2190,1.1547
0.6465,231.9392,242.5294,228.1960,4.2088,4.2088,1.0803
0.6566,232.1732,242.8736,228.2307,4.2147,4.2147,1.0248
0.6667,232.4099,243.1823,228.2944,4.2511,4.2511,0.9704
0.6768,232.6444,243.4430,228.3814,4.3505,4.3505,0.8482
0.6869,232.8722,243.6477,228.4876,4.5800,4.5800,0.7171
0.6970,233.0910,243.8004,228.6089,4.7774,4.7774,0.8406
0.7071,233.3019,243.9187,228.7378,4.9018,4.9018,1.2485
0.7172,233.5071,244.0282,228.8616,4.8801,4.8801,1.5530
0.7273,233.7091,244.1520,228.9649,4.4931,4.4931,1.5602
0.7374,233.9082,244.2989,229.0350,4.1100,4.1100,1.4865
0.7475,234.1020,244.4566,229.0674,3.7375,3.7375,1.4835
0.7576,234.2846,244.5968,229.0680,3.4789,3.4789,1.5034
0.7677,234.4489,244.6926,229.0496,3.5713,3.5713,1.5045
0.7778,234.5885,244.7434,229.0239,3.6789,3.6789,1.4991
0.7879,234.6998,244.7909,228.9955,3.8390,3.8390,1.4988
0.7980,234.7834,244.9114,228.9597,3.9910,3.9910,1.5002
0.8081,234.8436,245.1794,228.9092,4.1113,4.1113,1.5003
0.8182,234.8911,245.6220,228.8459,4.2404,4.2404,1.4999
0.8283,234.9463,246.1936,228.7930,4.4093,4.4093,1.4999
0.8384,235.0382,246.7865,228.7914,4.5793,4.5793,1.5000
0.8485,235.1938,247.2810,228.8758,4.7556,4.7556,1.5000
0.8586,235.4250,247.5976,229.0507,4.9234,4.9234,1.5000
0.8687,235.7186,247.7203,229.2855,5.0402,5.0402,1.5000
0.8788,236.0377,247.6850,229.5349,5.1350,5.1350,1.5000
0.8889,236.3383,247.5424,229.7732,5.0729,5.0729,1.5000
0.8990,236.5909,247.3278,230.0109,5.0505,5.0505,1.5000
0.9091,236.7955,247.0573,230.2744,5.3783,5.3783,1.5000
0.9192,236.9762,246.7414,230.5746,5.9142,5.9142,1.5000
0.9293,237.1555,246.4051,230.8863,8.7912,8.7912,1.5000
0.9394,237.3379,246.1058,231.1430,11.8298,11.8298,1.5000
0.9495,237.5178,245.9314,231.2548,17.3468,17.3468,1.5000
0.9596,237.6890,245.9562,231.1598,22.8771,22.8771,1.5000
0.9697,237.8368,246.1641,230.8977,28.7213,28.7213,1.5000
0.9798,237.9378,246.4354,230.6150,34.4940,34.4940,1.5000
0.9899,237.9829,246.6494,230.4478,36.8363,36.8363,1.5000
1.0000,237.9912,246.7886,230.3994,39.1785,39.1785,1.5000
