phase,time_in_cycle,pressure_mmhg,epi,trans,endo,pred_twist_deg,pred_height_mm,pred_volume_mL
0.79798,0.79798,10.903116,239.48296561567759,229.47153903922458,234.10364035342508,2.6894143760972256,65.37116184702829,94.21910061842814
0.808081,0.808081,10.959049,239.59611165123852,229.61386704959796,234.1512787540918,2.6374974367488235,65.444333039064,94.49104572581693
0.818182,0.818182,11.013481,239.70091997376755,229.74378278282296,234.19665110995663,2.5902101130187205,65.5131967263674,94.74289786265268
0.828283,0.828283,11.06724,239.79633346523806,229.8495575309373,234.2417718539549,2.5485465436030807,65.57911775513224,94.9627134196624
0.838384,0.838384,11.125121,239.8901433943895,229.9356940394337,234.28983414924193,2.507529953589419,65.64749477694451,95.1641430980991
0.848485,0.848485,11.189745,240.00211744623408,230.04889196625638,234.34321684450845,2.4562320486962435,65.72611683531792,95.4127039307472
0.858586,0.858586,11.256968,240.16081204235115,230.28907482385674,234.40129917837598,2.3818787099542718,65.82154531194172,95.83255918016569
0.868687,0.868687,11.322815,240.39558568336895,230.7811750934441,234.4626225235789,2.2756379326581992,65.93891875310022,96.57624752823227
0.878788,0.878788,11.386462,240.72859058858268,231.6079456902201,234.53248602099725,2.1361626235977837,66.08686503578964,97.755982359955
0.888889,0.888889,11.447715,241.1698740879615,232.74981715310622,234.6286239435728,1.9682646071461534,66.2819123654736,99.3789271000486
0.89899,0.89899,11.506721,241.7156240286322,234.0922386318397,234.7752451388592,1.778534035640618,66.5438178904759,101.34482035794271
0.909091,0.909091,11.563437,242.34992229841447,235.5050269932802,234.98720560112443,1.572306364823227,66.88251281964811,103.5172594419557
0.919192,0.919192,11.617081,243.05094696494268,236.92396405559737,235.25906304238248,1.353269669298811,67.28967800436213,105.81123954242
0.929293,0.929293,11.667575,243.79797873653723,238.36216872078649,235.56940268204534,1.1240250172184076,67.74373169877936,108.21930284802744
0.939394,0.939394,11.71747,244.57107093849112,239.84896354274096,235.8937653968072,0.8875211018253353,68.22059777754124,110.75333655642397
0.949495,0.949495,11.768556,245.34061914938573,241.35534556029737,236.21204855396076,0.6505974742838134,68.69666325499809,113.35006995554029
0.959596,0.959596,11.818383,246.05594498038556,242.76515866060458,236.50556985434355,0.42761632887651757,69.14233833736579,115.81626342922257
0.969697,0.969697,11.864668,246.6475471375049,243.90957973994395,236.75178979666765,0.23965877504608812,69.51802635948646,117.86340854646988
0.979798,0.979798,11.908854,247.0524376359844,244.64696780433545,236.92822794470882,0.1065963884368557,69.78506764955668,119.23247506568072
0.989899,0.989899,11.953209,247.25716323538188,244.95514103823436,237.02845568466006,0.03357946753961727,69.9323617031303,119.8641486527701
1.0,1.0,12.0,247.3300309320009,244.9854379518696,237.07743121727276,0.0004275712941961274,69.99946116874257,120.01151827782851
