phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.3030,201.0275,224.9267,214.7855,135.4903,135.4903,111.4274
0.3131,200.3311,223.2932,214.7277,131.0734,131.0734,109.1723
0.3232,200.0000,221.5891,214.7282,125.8585,125.8585,106.6832
0.3333,200.0000,220.0734,214.7345,116.2849,116.2849,103.8488
0.3434,200.0000,218.9853,214.7046,104.5975,104.5975,100.8471
0.3535,200.0000,218.4787,214.6256,91.0738,91.0738,97.1621
0.3636,200.5423,218.5875,214.5237,76.5743,76.5743,93.1141
0.3737,201.4663,219.2289,214.4611,64.3809,64.3809,88.0369
0.3838,202.7854,220.2374,214.5182,53.5266,53.5266,82.3620
0.3939,204.4463,221.4163,214.7668,45.1769,45.1769,74.1665
0.4040,206.3264,222.5910,215.2448,38.4136,38.4136,64.3744
0.4141,208.2645,223.6488,215.9442,33.0996,33.0996,52.7232
0.4242,210.1013,224.5529,216.8156,28.7853,28.7853,39.7895
0.4343,211.7165,225.3286,217.7871,25.0686,25.0686,27.3891
0.4444,213.0500,226.0313,218.7863,21.8002,21.8002,15.3886
0.4545,214.1042,226.7125,219.7581,18.9109,18.9109,10.0113
0.4646,214.9310,227.3969,220.6706,16.3308,16.3308,10.0317
0.4747,215.6088,228.0786,221.5105,14.3336,14.3336,10.0715
0.4848,216.2183,228.7320,222.2748,12.8522,12.8522,10.1287
0.4949,216.8237,229.3321,222.9672,11.5181,11.5181,10.2014
0.5051,217.4627,229.8715,223.5990,10.3252,10.3252,10.2890
0.5152,218.1457,230.3646,224.1880,9.3846,9.3846,10.3884
0.5253,218.8632,230.8386,224.7527,8.7067,8.7067,10.5003
0.5354,219.5949,231.3192,225.3037,8.3749,8.3749,10.6206
0.5455,220.3198,231.8189,225.8389,8.4340,8.4340,10.7504
0.5556,221.0222,232.3344,226.3469,8.4699,8.4699,10.8854
0.5657,221.6941,232.8503,226.8152,8.4770,8.4770,11.0270
0.5758,222.3334,233.3463,227.2375,8.4504,8.4504,11.1709
0.5859,222.9420,233.8030,227.6175,8.3787,8.3787,11.3179
0.5960,223.5226,234.2056,227.9653,8.3526,8.3526,11.4646
0.6061,224.0780,234.5463,228.2928,8.3925,8.3925,11.6108
0.6162,224.6108,234.8267,228.6085,8.5528,8.5528,11.7543
0.6263,225.1238,235.0592,228.9167,8.9033,8.9033,11.8935
0.6364,225.6194,235.2657,229.2177,9.1349,9.1349,12.0279
0.6465,226.0989,235.4708,229.5095,9.1617,9.1617,12.1540
0.6566,226.5608,235.6925,229.7877,9.2932,9.2932,12.2776
0.6667,226.9999,235.9350,230.0462,9.6217,9.6217,12.3965
0.6768,227.4082,236.1875,230.2775,9.8618,9.8618,12.5152
0.6869,227.7770,236.4304,230.4756,9.9197,9.9197,12.6334
0.6970,228.1001,236.6442,230.6375,9.9103,9.9103,12.7519
0.7071,228.3768,236.8178,230.7648,9.7488,9.7488,12.8709
0.7172,228.6124,236.9512,230.8631,9.6432,9.6432,12.9904
0.7273,228.8170,237.0542,230.9402,9.6771,9.6771,13.1115
0.7374,229.0021,237.1432,231.0052,9.7350,9.7350,13.2336
0.7475,229.1779,237.2362,231.0667,9.8594,9.8594,13.3582
0.7576,229.3505,237.3493,231.1319,9.9935,9.9935,13.4840
0.7677,229.5220,237.4916,231.2048,10.1577,10.1577,13.6136
0.7778,229.6909,237.6624,231.2861,10.2178,10.2178,13.7446
0.7879,229.8543,237.8522,231.3731,9.9185,9.9185,13.8806
0.7980,230.0096,238.0469,231.4615,9.5679,9.5679,14.0181
0.8081,230.1564,238.2338,231.5476,9.0167,9.0167,14.1618
0.8182,230.2965,238.4072,231.6299,8.5068,8.5068,14.3072
0.8283,230.4356,238.5726,231.7104,8.1802,8.1802,14.4601
0.8384,230.5834,238.7470,231.7952,7.8505,7.8505,14.6147
0.8485,230.7552,238.9561,231.8947,7.5050,7.5050,14.7785
0.8586,230.9722,239.2272,232.0221,7.2377,7.2377,14.9445
0.8687,231.2578,239.5791,232.1914,7.4402,7.4402,15.1240
0.8788,231.6289,240.0109,232.4136,7.6111,7.6111,15.3053
0.8889,232.0862,240.4953,232.6910,7.5563,7.5563,15.5001
0.8990,232.6117,240.9847,233.0155,7.5201,7.5201,15.6964
0.9091,233.1767,241.4292,233.3683,7.6485,7.6485,15.9052
0.9192,233.7530,241.7968,233.7259,7.7851,7.7851,16.1150
0.9293,234.3200,242.0836,234.0660,8.0158,8.0158,16.3360
0.9394,234.8640,242.3094,234.3716,8.2443,8.2443,16.5577
0.9495,235.3725,242.5040,234.6319,8.4408,8.4408,16.7894
0.9596,235.8293,242.6940,234.8401,8.6676,8.6676,17.0215
0.9697,236.2155,242.8941,234.9927,9.6074,9.6074,17.2623
0.9798,236.5171,243.1068,235.0910,10.5577,10.5577,17.5033
0.9899,236.7379,243.3274,235.1435,12.0132,12.0132,17.7517
1.0000,236.9064,243.5487,235.1681,13.4687,13.4687,18.0000
