phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.3939,225.8477,221.1734,226.0998,76.7602,76.7602,80.3678
0.4040,226.2670,221.9822,226.4533,63.1686,63.1686,73.5782
0.4141,227.0869,223.0947,226.9892,50.5931,50.5931,55.2495
0.4242,228.2398,224.4202,227.6499,38.7187,38.7187,30.0558
0.4343,229.5365,225.8505,228.3348,29.0040,29.0040,11.8402
0.4444,230.7494,227.3203,228.9449,20.9095,20.9095,4.2596
0.4545,231.7208,228.8425,229.4193,14.9499,14.9499,2.3914
0.4646,232.4308,230.4976,229.7478,10.7302,10.7302,2.7005
0.4747,232.9804,232.3794,229.9628,8.2472,8.2472,3.1607
0.4848,233.5108,234.5167,230.1191,7.3006,7.3006,3.0840
0.4949,234.1196,236.8108,230.2720,6.7715,6.7715,2.9576
0.5051,234.8244,239.0365,230.4618,6.6430,6.6430,2.9765
0.5152,235.5809,240.9293,230.7143,6.6327,6.6327,3.0111
0.5253,236.3274,242.3018,231.0474,6.7453,6.7453,3.0066
0.5354,237.0197,243.1067,231.4701,6.8301,6.8301,2.9971
0.5455,237.6390,243.4175,231.9694,6.8834,6.8834,2.9982
0.5556,238.1801,243.3746,232.5001,6.9364,6.9364,3.0008
0.5657,238.6395,243.1366,232.9954,6.9890,6.9890,3.0005
0.5758,239.0140,242.8410,233.3975,7.0177,7.0177,2.9998
0.5859,239.3079,242.5740,233.6883,7.0146,7.0146,2.9999
0.5960,239.5382,242.3642,233.8932,7.0407,7.0407,3.0001
0.6061,239.7313,242.2043,234.0569,7.1092,7.1092,3.0000
0.6162,239.9121,242.0808,234.2140,7.2816,7.2816,3.0000
0.6263,240.0949,241.9885,234.3749,7.6182,7.6182,3.0000
0.6364,240.2805,241.9294,234.5311,7.8919,7.8919,3.0000
0.6465,240.4621,241.9043,234.6699,8.0576,8.0576,3.0000
0.6566,240.6319,241.9092,234.7846,8.2993,8.2993,3.0000
0.6667,240.7863,241.9353,234.8781,8.6841,8.6841,3.0000
0.6768,240.9266,241.9720,234.9582,9.0928,9.0928,3.0000
0.6869,241.0563,242.0077,235.0317,9.5504,9.5504,3.0000
0.6970,241.1788,242.0305,235.1012,9.9516,9.9516,3.0000
0.7071,241.2949,242.0292,235.1661,10.2248,10.2248,3.0000
0.7172,241.4034,241.9960,235.2242,10.5088,10.5088,3.0000
0.7273,241.5021,241.9298,235.2749,10.8199,10.8199,3.0000
0.7374,241.5901,241.8370,235.3194,11.1395,11.1395,3.0000
0.7475,241.6686,241.7287,235.3622,11.4824,11.4824,3.0000
0.7576,241.7414,241.6162,235.4094,11.8544,11.8544,3.0000
0.7677,241.8133,241.5085,235.4669,12.3158,12.3158,3.0000
0.7778,241.8883,241.4109,235.5368,12.6530,12.6530,3.0000
0.7879,241.9681,241.3259,235.6172,12.5613,12.5613,3.0000
0.7980,242.0516,241.2545,235.7034,12.4833,12.4833,3.0000
0.8081,242.1356,241.1952,235.7905,12.4585,12.4585,3.0000
0.8182,242.2168,241.1455,235.8760,12.4606,12.4606,3.0000
0.8283,242.2941,241.1034,235.9597,12.5817,12.5817,3.0000
0.8384,242.3691,241.0694,236.0422,12.7221,12.7221,3.0000
0.8485,242.4463,241.0472,236.1242,12.9613,12.9613,3.0000
0.8586,242.5307,241.0411,236.2055,13.1580,13.1580,3.0000
0.8687,242.6253,241.0548,236.2854,13.0991,13.0991,3.0000
0.8788,242.7288,241.0890,236.3605,13.0452,13.0452,3.0000
0.8889,242.8337,241.1416,236.4241,13.0274,13.0274,3.0000
0.8990,242.9298,241.2075,236.4663,13.0340,13.0340,3.0000
0.9091,243.0078,241.2778,236.4783,13.2546,13.2546,3.0000
0.9192,243.0638,241.3391,236.4582,13.4621,13.4621,3.0000
0.9293,243.0989,241.3751,236.4133,13.5220,13.5220,3.0000
0.9394,243.1176,241.3723,236.3570,13.5767,13.5767,3.0000
0.9495,243.1257,241.3309,236.3013,13.5509,13.5509,3.0000
0.9596,243.1300,241.2716,236.2519,13.5366,13.5366,3.0000
0.9697,243.1380,241.2316,236.2084,13.7931,13.7931,3.0000
0.9798,243.1565,241.2497,236.1689,14.0473,14.0473,3.0000
0.9899,243.1882,241.3425,236.1315,14.1915,14.1915,3.0000
1.0000,243.2292,241.4888,236.0948,14.3357,14.3357,3.0000
